Equipamento,Descrição,Modelo,Marca/Tipo,Ano,Tipo Veículo,Litros,Km Rodados,Média C.,Mês,Período,Unidade
E11,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1682.6000000000001,5836.0,3.468441697373113,06/2019,2019.0,RIO DE JANEIRO
E12,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1318.3999999999999,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
E12,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1406.2,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
E14,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1821.8999999999999,6401.0,3.513365168230968,06/2019,2019.0,RIO DE JANEIRO
E15,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1355.6999999999998,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
E16,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,2229.8,6983.0,3.1316710018835767,06/2019,2019.0,RIO DE JANEIRO
E17,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1274.0,3620.0,2.8414442700156988,06/2019,2019.0,RIO DE JANEIRO
E18,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1842.6000000000001,5431.0,2.947465537826983,06/2019,2019.0,RIO DE JANEIRO
E19,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1840.5999999999995,5381.0,2.923503205476476,06/2019,2019.0,RIO DE JANEIRO
E28,SATELITE,MERCEDEZ SPRINTER 310,M.BENZ,2014,P26,563.3,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
E38,SATELITE,MERCEDEZ SPRINTER 310,M.BENZ,2014,P26,157.6,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
E46,ROLL ON / OFF,VW 24.280 6x2,VOLKSWAGEM,2013,P12,46.0,13.0,0.2826086956521739,06/2019,2019.0,RIO DE JANEIRO
E49,PIPA,VW 15.190 4X2 ,VOLKSWAGEM,2013,P11,1014.8000000000001,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
E50,PIPA,VW 15.190 4X2 ,VOLKSWAGEM,2013,P11,1300.2000000000003,3755.0,2.88801722811875,06/2019,2019.0,RIO DE JANEIRO
E53,POLY DUPLO,VW 24.280 6x2,VOLKSWAGEM,2013,P10A,997.4,2777.0,2.784239021455785,06/2019,2019.0,RIO DE JANEIRO
E54,POLY DUPLO,VW 24.280 6x2,VOLKSWAGEM,2013,P10A,2186.7999999999997,4793.0,2.1917870861532838,06/2019,2019.0,RIO DE JANEIRO
E56,POLY DUPLO,VW 24.280 6x2,VOLKSWAGEM,2013,P10A,1435.8000000000002,4331.0,3.016436829642011,06/2019,2019.0,RIO DE JANEIRO
E57,POLY DUPLO,VW 24.280 6x2,VOLKSWAGEM,2013,P10A,2227.7999999999997,5540.0,2.486758236825568,06/2019,2019.0,RIO DE JANEIRO
E64,COMPACTADOR TOCO ,VW 17.280 4x2 ,VOLKSWAGEM,2013,P6,2753.2000000000003,5544.0,2.013656835682115,06/2019,2019.0,RIO DE JANEIRO
E65,COMPACTADOR TOCO ,VW 17.280 4x2 ,VOLKSWAGEM,2013,P6,2775.9,4250.0,1.5310349796462408,06/2019,2019.0,RIO DE JANEIRO
E66,COMPACTADOR TOCO ,VW 17.280 4x2 ,VOLKSWAGEM,2013,P6,2563.9999999999995,4582.0,1.7870514820592827,06/2019,2019.0,RIO DE JANEIRO
E67,COMPACTADOR TOCO ,VW 17.280 4x2 ,VOLKSWAGEM,2013,P6,3184.300000000001,5453.0,1.7124642778632662,06/2019,2019.0,RIO DE JANEIRO
E68,COMPACTADOR TOCO ,VW 17.280 4x2 ,VOLKSWAGEM,2013,P6,2462.6,3519.0,1.4289775034516365,06/2019,2019.0,RIO DE JANEIRO
E71,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3858.1,5885.0,1.5253622249293695,06/2019,2019.0,RIO DE JANEIRO
E72,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3836.9,5989.0,1.5608955146081471,06/2019,2019.0,RIO DE JANEIRO
E73,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,198.2,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
E74,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,947.1999999999999,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
E75,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3406.9800000000005,4322.0,1.2685721665521956,06/2019,2019.0,RIO DE JANEIRO
E76,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3368.7999999999997,4039.0,1.1989432438850631,06/2019,2019.0,RIO DE JANEIRO
E78,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3843.06,5541.0,1.441819799846997,06/2019,2019.0,RIO DE JANEIRO
E79,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3991.1000000000004,4116.0,1.0312946305529802,06/2019,2019.0,RIO DE JANEIRO
E81,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,4007.2000000000003,4281.0,1.0683270113795167,06/2019,2019.0,RIO DE JANEIRO
E85,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3551.200000000001,4850.0,1.3657355260193733,06/2019,2019.0,RIO DE JANEIRO
E86,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,4005.1000000000004,4649.0,1.1607700182267608,06/2019,2019.0,RIO DE JANEIRO
E88,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3280.7999999999997,4179.0,1.2737746891002195,06/2019,2019.0,RIO DE JANEIRO
E90,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,1369.0,1783.0,1.3024105186267347,06/2019,2019.0,RIO DE JANEIRO
E91,COMPACTADOR SIMPLES ,VW 17.280 4x2 ,VOLKSWAGEM,2013/2014,P5A,2854.1,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
E94,COMPACTADOR SIMPLES ,VW 17.190 4X2 ,VOLKSWAGEM,2013,P5A,1155.2,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
E95,COMPACTADOR SIMPLES ,VW 17.190 4X2 ,VOLKSWAGEM,2013,P5A,1711.3000000000002,3013.0,1.7606497983988778,06/2019,2019.0,RIO DE JANEIRO
E96,COMPACTADOR SIMPLES ,VW 17.190 4X2 ,VOLKSWAGEM,2013,P5A,495.3,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
E97,COMPACTADOR SIMPLES ,VW 17.190 4X2 ,VOLKSWAGEM,2013,P5A,1939.3999999999999,2652.0,1.3674332267711664,06/2019,2019.0,RIO DE JANEIRO
E98,COMPACTADOR SIMPLES ,VW 17.190 4X2 ,VOLKSWAGEM,2013,P5A,2253.5999999999995,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
E99,COMPACTADOR SIMPLES ,VW 17.190 4X2 ,VOLKSWAGEM,2013,P5A,609.0000000000001,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
H13,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2012/2013,P6 DOMICILIAR,3037.4999999999995,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
H15,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2013,P6 DOMICILIAR,2673.7,3935.0,1.4717432771066314,06/2019,2019.0,RIO DE JANEIRO
H16,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2013,P6 DOMICILIAR,2750.6000000000004,4420.0,1.606922126081582,06/2019,2019.0,RIO DE JANEIRO
H38,BASCULANTE TOCO ,VW 17.190,VOLKSWAGEM,2012,P8,1302.1999999999998,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
H45,BASCULANTE 3M³,VW 8.160,VOLKSWAGEM,2012,P17,467.0,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
H52,CARROCERIA FIXA 20M³ C/ MUNCK,VW 17.190,VOLKSWAGEM,2012,P28,226.0,0.0,0.0,06/2019,2019.0,RIO DE JANEIRO
H78,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,918.4000000000001,3897.0,4.24324912891986,06/2019,2019.0,RIO DE JANEIRO
H83,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,829.5,2597.0,3.130801687763713,06/2019,2019.0,RIO DE JANEIRO
H87,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,1206.9999999999998,4175.0,3.458989229494615,06/2019,2019.0,RIO DE JANEIRO
H88,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,241.0,904.0,3.7510373443983402,06/2019,2019.0,RIO DE JANEIRO
H97,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2015/2016,P6,1660.6,2913.0,1.7541852342526798,06/2019,2019.0,RIO DE JANEIRO
H99,PIPA,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P11,1080.2,3909.0,3.61877430105536,06/2019,2019.0,RIO DE JANEIRO
KYH9690,PIPA D'AGUA,15190,VOLKSWAGEM,2013,CAMINHÃO PIPA,314.98,589.0,0.5347707979626486,04/2017,2017.0,TEÓFILO OTONI
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,209.362,377.0,0.5553368700265252,04/2017,2017.0,TEÓFILO OTONI
PWK0897,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014/2015,TOCO,1546.5320000000002,3022.0,0.5117577763070814,04/2017,2017.0,TEÓFILO OTONI
PWK0904,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014/2015,TOCO,1875.337,3337.0,0.5619829187893317,04/2017,2017.0,TEÓFILO OTONI
PWM7652,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,1621.252,2766.0,0.5861359363702097,04/2017,2017.0,TEÓFILO OTONI
KYH9690,PIPA D'AGUA,15190,VOLKSWAGEM,2013,CAMINHÃO PIPA,419.902,827.0,0.5077412333736396,05/2017,2017.0,TEÓFILO OTONI
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,814.962,1145.0,0.7117572052401747,05/2017,2017.0,TEÓFILO OTONI
PWK0897,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014/2015,TOCO,1645.8097047434655,3195.0,0.5151204083704117,05/2017,2017.0,TEÓFILO OTONI
PWK0904,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014/2015,TOCO,2154.4090000000006,3875.0,0.5559765161290324,05/2017,2017.0,TEÓFILO OTONI
PWM7652,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,1088.345,1898.0,0.5734167544783983,05/2017,2017.0,TEÓFILO OTONI
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1676.026,2999.0,0.5588616205401801,06/2017,2017.0,TEÓFILO OTONI
PWK0897,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014/2015,TOCO,946.624,1865.0,0.5075731903485254,06/2017,2017.0,TEÓFILO OTONI
PWK0904,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014/2015,TOCO,2152.518,3891.0,0.5532043176561295,06/2017,2017.0,TEÓFILO OTONI
PWM7652,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,782.379,1398.0,0.5596416309012876,06/2017,2017.0,TEÓFILO OTONI
KYH9690,PIPA D'AGUA,15190,VOLKSWAGEM,2013,CAMINHÃO PIPA,204.66924814456274,350.0,0.5847692804130364,07/2017,2017.0,TEÓFILO OTONI
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,661.8829999999999,1214.0,0.5452084019769357,07/2017,2017.0,TEÓFILO OTONI
PWK0897,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014/2015,TOCO,1954.175,3348.0,0.5836842891278375,07/2017,2017.0,TEÓFILO OTONI
PWK0904,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014/2015,TOCO,1537.746,3255.0,0.4724258064516129,07/2017,2017.0,TEÓFILO OTONI
PWM7652,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,1860.5529999999999,3165.0,0.587852448657188,07/2017,2017.0,TEÓFILO OTONI
AYZ0553,CAMINHÃO COMPACTADOR TOCO,ACELLO 1016,M. BENZ,2017,MINICOMPACTADOR,830.0,3141.0,3.7843373493975903,12/2018,2018.0,VARRIÇÃO BH
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1194.0,2686.0,2.2495812395309884,12/2018,2018.0,VARRIÇÃO BH
OQK7196,CAMINHÃO COMPACTADOR TOCO,17280,VOLKSWAGEM,2013,TOCO,1717.0,2965.0,1.7268491555037857,12/2018,2018.0,VARRIÇÃO BH
OXG6561,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013/2014,TOCO,1731.0,2968.0,1.7146158290005777,12/2018,2018.0,VARRIÇÃO BH
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1531.0,2752.0,1.7975179621162638,12/2018,2018.0,VARRIÇÃO BH
PUU8982,VARREDEIRA MECANIZADA,1790,VOLKSWAGEM,2014,VARREDEIRA,2030.0,2436.0,1.2,12/2018,2018.0,VARRIÇÃO BH
AYZ0553,CAMINHÃO COMPACTADOR TOCO,ACELLO 1016,M. BENZ,2017,MINICOMPACTADOR,994.0,3207.0,3.22635814889336,01/2019,2019.0,VARRIÇÃO BH
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1414.0,3089.0,2.1845827439886847,01/2019,2019.0,VARRIÇÃO BH
OQK7196,CAMINHÃO COMPACTADOR TOCO,17280,VOLKSWAGEM,2013,TOCO,1784.0,3094.0,1.734304932735426,01/2019,2019.0,VARRIÇÃO BH
OXG6561,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013/2014,TOCO,2298.0,3868.0,1.6832027850304612,01/2019,2019.0,VARRIÇÃO BH
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1873.0,3472.0,1.8537106246663106,01/2019,2019.0,VARRIÇÃO BH
PUU8982,VARREDEIRA MECANIZADA,1790,VOLKSWAGEM,2014,VARREDEIRA,1974.0,2695.0,1.3652482269503545,01/2019,2019.0,VARRIÇÃO BH
AYZ0553,CAMINHÃO COMPACTADOR TOCO,ACELLO 1016,M. BENZ,2017,MINICOMPACTADOR,831.0,2720.0,3.273164861612515,02/2019,2019.0,VARRIÇÃO BH
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1085.0,2495.0,2.2995391705069124,02/2019,2019.0,VARRIÇÃO BH
OQK7196,CAMINHÃO COMPACTADOR TOCO,17280,VOLKSWAGEM,2013,TOCO,1614.0,2764.0,1.7125154894671624,02/2019,2019.0,VARRIÇÃO BH
OXG6561,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013/2014,TOCO,2092.0,3423.0,1.6362332695984703,02/2019,2019.0,VARRIÇÃO BH
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1885.0,3507.0,1.8604774535809019,02/2019,2019.0,VARRIÇÃO BH
QQA7220,VARREDEIRA MECANIZADA,1719,M.Benz,2018-2018,VARREDEIRA,2052.0,3219.0,1.5687134502923976,02/2019,2019.0,VARRIÇÃO BH
PUU8982,VARREDEIRA MECANIZADA,1790,VOLKSWAGEM,2014,VARREDEIRA,71.0,0.0,0.0,02/2019,2019.0,VARRIÇÃO BH
AYZ0553,CAMINHÃO COMPACTADOR TOCO,ACELLO 1016,M. BENZ,2017,MINICOMPACTADOR,830.0,3025.0,3.644578313253012,03/2019,2019.0,VARRIÇÃO BH
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1448.0,3302.0,2.2803867403314917,03/2019,2019.0,VARRIÇÃO BH
OQK7196,CAMINHÃO COMPACTADOR TOCO,17280,VOLKSWAGEM,2013,TOCO,1439.0,2544.0,1.7678943710910355,03/2019,2019.0,VARRIÇÃO BH
OXG6561,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013/2014,TOCO,2546.0,4025.0,1.5809112333071484,03/2019,2019.0,VARRIÇÃO BH
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1808.0,3598.0,1.9900442477876106,03/2019,2019.0,VARRIÇÃO BH
QQA7220,VARREDEIRA MECANIZADA,1719,M.Benz,2018-2018,VARREDEIRA,2154.0,3406.0,1.5812441968430826,03/2019,2019.0,VARRIÇÃO BH
AYZ0553,CAMINHÃO COMPACTADOR TOCO,ACELLO 1016,M. BENZ,2017,MINICOMPACTADOR,779.0,2731.0,3.5057766367137355,04/2019,2019.0,VARRIÇÃO BH
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1169.0,2564.0,2.193327630453379,04/2019,2019.0,VARRIÇÃO BH
OQK7196,CAMINHÃO COMPACTADOR TOCO,17280,VOLKSWAGEM,2013,TOCO,2252.0,4150.0,1.8428063943161634,04/2019,2019.0,VARRIÇÃO BH
OXG6561,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013/2014,TOCO,2305.0,4441.0,1.9266811279826463,04/2019,2019.0,VARRIÇÃO BH
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2270.0,4673.0,2.058590308370044,04/2019,2019.0,VARRIÇÃO BH
QQA7220,VARREDEIRA MECANIZADA,1719,M.Benz,2018-2018,VARREDEIRA,2086.0,3178.0,1.523489932885906,04/2019,2019.0,VARRIÇÃO BH
AYZ0553,CAMINHÃO COMPACTADOR TOCO,ACELLO 1016,M. BENZ,2017,MINICOMPACTADOR,299.0,983.0,3.2876254180602005,05/2019,2019.0,VARRIÇÃO BH
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1163.0,2682.0,2.306104901117799,05/2019,2019.0,VARRIÇÃO BH
OQK7196,CAMINHÃO COMPACTADOR TOCO,17280,VOLKSWAGEM,2013,TOCO,1640.0,3084.0,1.8804878048780487,05/2019,2019.0,VARRIÇÃO BH
OXG6561,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013/2014,TOCO,1973.0,3599.0,1.8241256969082615,05/2019,2019.0,VARRIÇÃO BH
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1958.0,3688.0,1.8835546475995915,05/2019,2019.0,VARRIÇÃO BH
QQA7220,VARREDEIRA MECANIZADA,1719,M.Benz,2018-2018,VARREDEIRA,2223.0,3422.0,1.53936122357175,05/2019,2019.0,VARRIÇÃO BH
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,892.0,2215.0,2.483183856502242,06/2019,2019.0,VARRIÇÃO BH
OQK7196,CAMINHÃO COMPACTADOR TOCO,17280,VOLKSWAGEM,2013,TOCO,1678.0,3076.0,1.833134684147795,06/2019,2019.0,VARRIÇÃO BH
OXG6561,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013/2014,TOCO,2045.0,4009.0,1.9603911980440099,06/2019,2019.0,VARRIÇÃO BH
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2147.0,4383.0,2.0414531904983697,06/2019,2019.0,VARRIÇÃO BH
QQA7220,VARREDEIRA MECANIZADA,1719,M.Benz,2018-2018,VARREDEIRA,2294.0,3769.0,1.6429816913687882,06/2019,2019.0,VARRIÇÃO BH
AYZ0553,CAMINHÃO COMPACTADOR TOCO,ACELLO 1016,M. BENZ,2017,MINICOMPACTADOR,539.0,1884.0,3.495361781076067,06/2019,2019.0,VARRIÇÃO BH
AYZ0553,CAMINHÃO COMPACTADOR TOCO,ACELLO 1016,M. BENZ,2017,MINICOMPACTADOR,234.0,1125.0,4.8076923076923075,07/2019,2019.0,VARRIÇÃO BH
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1371.0,3552.0,2.5908096280087527,07/2019,2019.0,VARRIÇÃO BH
OQK7196,CAMINHÃO COMPACTADOR TOCO,17280,VOLKSWAGEM,2013,TOCO,1188.0,2206.0,1.8569023569023568,07/2019,2019.0,VARRIÇÃO BH
OXG6561,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013/2014,TOCO,2110.0,4111.0,1.9483412322274882,07/2019,2019.0,VARRIÇÃO BH
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1580.0,3388.0,2.1443037974683543,07/2019,2019.0,VARRIÇÃO BH
QQA7220,VARREDEIRA MECANIZADA,1719,M.Benz,2018-2018,VARREDEIRA,2458.0,4108.0,1.6712774613506916,07/2019,2019.0,VARRIÇÃO BH
AYZ0553,CAMINHÃO COMPACTADOR TOCO,ACELLO 1016,M. BENZ,2017,MINICOMPACTADOR,384.0,1524.0,3.96875,08/2019,2019.0,VARRIÇÃO BH
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1054.0,3015.0,2.8605313092979125,08/2019,2019.0,VARRIÇÃO BH
OXG6561,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013/2014,TOCO,2621.0,4623.0,1.7638305990080123,08/2019,2019.0,VARRIÇÃO BH
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2277.0,4805.0,2.1102327624066755,08/2019,2019.0,VARRIÇÃO BH
QQA7220,VARREDEIRA MECANIZADA,1719,M.Benz,2018-2018,VARREDEIRA,2501.0,4605.0,1.841263494602159,08/2019,2019.0,VARRIÇÃO BH
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1606.0,4006.0,2.4943960149439603,09/2019,2019.0,VARRIÇÃO BH
QQA7220,VARREDEIRA MECANIZADA,1719,M.Benz,2018-2018,VARREDEIRA,2352.0,4088.0,1.7380952380952381,09/2019,2019.0,VARRIÇÃO BH
OXG6561,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013/2014,TOCO,1223.0,2236.0,1.8282910874897793,09/2019,2019.0,VARRIÇÃO BH
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2270.0,4459.0,1.96431718061674,09/2019,2019.0,VARRIÇÃO BH
AYZ0553,CAMINHÃO COMPACTADOR TOCO,ACELLO 1016,M. BENZ,2017,MINICOMPACTADOR,570.0,1964.0,3.4456140350877194,09/2019,2019.0,VARRIÇÃO BH
OPI1702,CAMINHÃO COMPACTADOR TOCO,17280,VOLKSWAGEM,2012/2013,TOCO,79.0,137.0,1.7341772151898733,10/2019,2019.0,VARRIÇÃO BH
OXG6561,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013/2014,TOCO,1608.0,2915.0,1.8128109452736318,10/2019,2019.0,VARRIÇÃO BH
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1743.0,3391.0,1.9454962707974757,10/2019,2019.0,VARRIÇÃO BH
AYZ0553,CAMINHÃO COMPACTADOR TOCO,ACELLO 1016,M. BENZ,2017,MINICOMPACTADOR,996.0,3734.0,3.748995983935743,10/2019,2019.0,VARRIÇÃO BH
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1494.0,3789.0,2.536144578313253,10/2019,2019.0,VARRIÇÃO BH
QQA7220,VARREDEIRA MECANIZADA,1719,M.Benz,2018-2018,VARREDEIRA,2434.0,4443.0,1.8253903040262942,10/2019,2019.0,VARRIÇÃO BH
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1225.0,3086.0,2.5191836734693878,11/2019,2019.0,VARRIÇÃO BH
OXG6561,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013/2014,TOCO,1187.0,2275.0,1.9165964616680708,11/2019,2019.0,VARRIÇÃO BH
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1543.0,3143.0,2.0369410239792614,11/2019,2019.0,VARRIÇÃO BH
AYZ0553,CAMINHÃO COMPACTADOR TOCO,ACELLO 1016,M. BENZ,2017,MINICOMPACTADOR,915.0,3150.0,3.442622950819672,11/2019,2019.0,VARRIÇÃO BH
OPI1702,CAMINHÃO COMPACTADOR TOCO,17280,VOLKSWAGEM,2012/2013,TOCO,370.0,793.0,2.1432432432432433,11/2019,2019.0,VARRIÇÃO BH
QQA7220,VARREDEIRA MECANIZADA,1719,M.Benz,2018-2018,VARREDEIRA,2484.0,3974.0,1.5998389694041868,11/2019,2019.0,VARRIÇÃO BH
AYZ0553,TOCO,Acello1016MB,M BENZ,2017,COMPACTADOR TOCO,519.0,1091.0,0.47571035747021084,06/2018,2018.0,VILA VELHA
EVU3781,ÔNIBUS,SveltoUVW,VOLSKSWAGEM,2013,ONIBUS,628.0,1861.0,0.33745298226759807,06/2018,2018.0,VILA VELHA
EVU3782,ÔNIBUS,SveltoUVW,VOLSKSWAGEM,2013,ONIBUS,581.0,1945.0,0.2987146529562982,06/2018,2018.0,VILA VELHA
FLU8032,BAU,MB1016,M BENZ,2013,BAÚ,406.0,1841.0,0.22053231939163498,06/2018,2018.0,VILA VELHA
FTH1218,TOCO,FordCargo1723,FORD,2017,COMPACTADOR TOCO,1370.0,2698.0,0.507783543365456,06/2018,2018.0,VILA VELHA
KPP4499,ÔNIBUS,MpoloMB,M BENZ,2014,ONIBUS,553.0,1411.0,0.3919206236711552,06/2018,2018.0,VILA VELHA
KQW2979,ÔNIBUS,MpoloMB,M BENZ,2014,ONIBUS,1537.0,4541.0,0.3384717022682229,06/2018,2018.0,VILA VELHA
KRL5408,BASCULA,VW17190,VOLSKSWAGEM,2013,BASCULANTE TOCO,660.0,1940.0,0.3402061855670103,06/2018,2018.0,VILA VELHA
KWA3682,ÔNIBUS,SveltoUVW,M BENZ,2013,ONIBUS,291.0,729.0,0.3991769547325103,06/2018,2018.0,VILA VELHA
KWQ3240,ÔNIBUS,SveltoUVW,VOLSKSWAGEM,2013,ONIBUS,584.0,1140.0,0.512280701754386,06/2018,2018.0,VILA VELHA
KYH9690,TOCO,VW15190,VOLSKSWAGEM,2013,PIPA,770.0,1614.0,0.4770755885997522,06/2018,2018.0,VILA VELHA
LLE1038,ÔNIBUS,MercedesOF1418,M BENZ,2013,ONIBUS,322.0,634.0,0.5078864353312302,06/2018,2018.0,VILA VELHA
LQZ9492,POLIGUINCHO,VW24280,VOLSKSWAGEM,2013,POLIGUINCHO,1288.0,3051.0,0.4221566699442806,06/2018,2018.0,VILA VELHA
LRH4782,ÔNIBUS,MpoloMB,M BENZ,2014,ONIBUS,1122.0,3727.0,0.3010464180305876,06/2018,2018.0,VILA VELHA
LSI7425,BASCULA,VW17190,VOLSKSWAGEM,2015,BASCULANTE TOCO,664.0,1400.0,0.4742857142857143,06/2018,2018.0,VILA VELHA
